qin,cin
0.0,0.0
0.05572137343566667,23.904291444460615
0.14767289000666667,24.144648464565623
0.23260252543333335,24.15003440825967
0.3065591017666667,24.14238239415614
0.3693588279666667,24.11434968710611
0.425594192,24.0735226343115
0.4784951564666667,24.02800709436593
0.5301153183,23.980785633035953
0.6221676936666666,23.95947736590502
1.0209998416666666,24.049296787497983
1.5501112096666667,24.079507334634698
2.0509477903333333,24.060678837200328
2.4957610970000004,24.024564544305164
2.879645359,23.984988094800755
3.195230809666667,23.947302086451618
3.4460074413333337,23.912346967312043
3.660012140333334,23.882010946465197
3.8664075303333334,23.85647956497034
4.060563697333333,23.835236734466502
4.244157235666667,23.817930806392017
4.4196846590000005,23.80420311861518
4.589034683333334,23.793407455671712
4.753967035666666,23.78472100674993
4.915410935,23.778022257888185
5.074334861,23.773045705972876
5.231366069666667,23.76909150021065
5.387085084333333,23.76614888777922
5.541794291333333,23.764116544235424
5.696105216333334,23.762358640453296
5.850126904333333,23.760377103292726
6.0042468226666665,23.757682590031504
6.162556423000001,23.753919664472857
6.41780013,23.756247562920425
6.833201749333334,23.765293181787758
7.3674570443333325,23.774322040749045
7.980353540333334,23.780556798596205
8.640947107333334,23.76885617959798
8.9563597,23.758902748638423
9.325837623333333,23.756284132848332
10.018352046666665,23.762886358394656
10.81627849,23.7755143189864
11.812919550666665,23.7902659217692
13.201746621,23.80911139325097
14.989867125666665,23.830487393522755
17.668279803333334,23.86964081380481
22.8150242,23.94653908490548
71.27324541,24.223948030080038
122.34068983333331,24.294399792989484
46.48151968,24.10510026927987
36.092043206666666,20.24299287307439
31.753215208333334,20.78925876709215
29.109128784666666,20.958600145860856
27.035458175999995,20.966091505982856
25.306469081333333,20.890638538444545
23.80752078233333,20.78128899024777
22.501457923,20.655336089108545
21.443284552999998,19.89577781416222
20.61865273333333,19.722973566993414
19.933691725666666,19.545711636126306
19.345950634999998,19.375820710418097
18.828606597999997,19.215557600385036
18.377078760333333,19.066037843792802
17.863410928666667,18.905271859877395
17.103418612,18.69138673561423
16.05165068166667,18.363420650844944
14.92796552,17.922169317639245
13.703538479666667,17.314083609047838
13.147964948333334,16.862619452500734
12.781476961333333,16.456733825483482
12.460581744333334,16.061847661638577
12.154895769666666,15.676192972252734
11.853541225999999,15.301528569480999
